,id,num_sold
219,230349,817.2
220,230350,818.4
221,230351,819.6
222,230352,820.8
223,230353,822.0
224,230354,823.2
225,230355,824.4
226,230356,825.6
227,230357,826.8
228,230358,828.0
229,230359,829.2
230,230360,830.4
231,230361,831.6
232,230362,832.8
233,230363,834.0
234,230364,835.2
235,230365,836.4
236,230366,837.6
237,230367,838.8
238,230368,840.0
239,230369,841.2
240,230370,842.4
241,230371,843.6
242,230372,844.8
243,230373,846.0
244,230374,847.2
245,230375,848.4
246,230376,849.6
247,230377,850.7
248,230378,851.9
249,230379,853.1
250,230380,854.3
251,230381,855.5
252,230382,856.7
253,230383,857.9
254,230384,859.1
255,230385,860.3
256,230386,861.5
257,230387,862.7
258,230388,863.9
259,230389,865.1
260,230390,866.3
261,230391,867.5
262,230392,868.7
263,230393,869.9
264,230394,871.1
265,230395,872.3
266,230396,873.5
267,230397,874.7
268,230398,875.9
269,230399,877.1
270,230400,795.3
271,230401,796.5
272,230402,797.7
273,230403,798.9
274,230404,800.1
275,230405,801.3
276,230406,802.5
277,230407,803.7
278,230408,804.9
279,230409,806.1
280,230410,807.3
281,230411,808.5
282,230412,809.7
283,230413,810.9
284,230414,812.1
285,230415,813.3
286,230416,814.5
287,230417,815.7
288,230418,816.9
289,230419,818.1
290,230420,819.3
291,230421,820.5
292,230422,821.7
293,230423,822.9
294,230424,824.1
295,230425,825.3
296,230426,826.5
297,230427,827.7
298,230428,828.9
299,230429,830.0
300,230430,831.2
301,230431,832.4
302,230432,833.6
303,230433,834.8
304,230434,836.0
305,230435,837.2
306,230436,838.4
307,230437,839.6
308,230438,840.8
309,230439,842.0
310,230440,843.2
311,230441,844.4
312,230442,845.6
313,230443,846.8
314,230444,848.0
315,230445,849.2
316,230446,850.4
317,230447,851.6
318,230448,852.8
319,230449,854.0
320,230450,855.2
321,230451,856.4
322,230452,857.6
323,230453,858.8
324,230454,860.0
325,230455,861.2
326,230456,862.4
327,230457,863.6
328,230458,864.8
329,230459,866.0
330,230460,867.2
331,230461,868.3
332,230462,869.5
333,230463,870.7
334,230464,871.9
335,230465,873.1
336,230466,874.3
337,230467,875.5
338,230468,876.7
339,230469,877.9
340,230470,879.1
341,230471,880.3
342,230472,881.5
343,230473,882.7
344,230474,883.9
345,230475,885.1
346,230476,886.3
347,230477,887.5
348,230478,888.7
349,230479,889.9
350,230480,891.1
351,230481,892.3
352,230482,893.5
353,230483,894.7
354,230484,895.9
355,230485,897.1
356,230486,898.3
357,230487,899.5
358,230488,900.7
359,230489,901.9
360,230490,819.7
361,230491,820.9
362,230492,822.1
363,230493,823.3
364,230494,824.5
365,230495,825.7
366,230496,826.8
367,230497,828.0
368,230498,829.2
369,230499,830.4
370,230500,831.6
371,230501,832.8
372,230502,834.0
373,230503,835.2
374,230504,836.4
375,230505,837.6
376,230506,838.8
377,230507,840.0
378,230508,841.2
379,230509,842.4
380,230510,843.6
381,230511,844.8
382,230512,846.0
383,230513,847.2
384,230514,848.4
385,230515,849.6
386,230516,850.8
387,230517,852.0
388,230518,853.2
389,230519,854.4
390,230520,855.6
391,230521,856.8
392,230522,858.0
393,230523,859.2
394,230524,860.4
395,230525,861.6
396,230526,862.8
397,230527,864.0
398,230528,865.1
399,230529,866.3
400,230530,867.5
401,230531,868.7
402,230532,869.9
403,230533,871.1
404,230534,872.3
405,230535,873.5
406,230536,874.7
407,230537,875.9
408,230538,877.1
409,230539,878.3
410,230540,879.5
411,230541,880.7
412,230542,881.9
413,230543,883.1
414,230544,884.3
415,230545,885.5
416,230546,886.7
417,230547,887.9
418,230548,889.1
419,230549,890.3
420,230550,891.5
421,230551,892.7
422,230552,893.9
423,230553,895.1
424,230554,896.3
425,230555,897.5
426,230556,898.7
427,230557,899.9
428,230558,901.1
429,230559,902.3
430,230560,903.4
431,230561,904.6
432,230562,905.8
433,230563,907.0
434,230564,908.2
435,230565,909.4
436,230566,910.6
437,230567,911.8
438,230568,913.0
439,230569,914.2
440,230570,915.4
441,230571,916.6
442,230572,917.8
443,230573,919.0
444,230574,920.2
445,230575,921.4
446,230576,922.6
447,230577,923.8
448,230578,925.0
449,230579,926.2
450,230580,843.6
451,230581,844.8
452,230582,846.0
453,230583,847.2
454,230584,848.4
455,230585,849.6
456,230586,850.8
457,230587,852.0
458,230588,853.2
459,230589,854.4
460,230590,855.6
461,230591,856.8
462,230592,858.0
463,230593,859.2
464,230594,860.4
465,230595,861.6
466,230596,862.8
467,230597,864.0
468,230598,865.1
469,230599,866.3
470,230600,867.5
471,230601,868.7
472,230602,869.9
473,230603,871.1
474,230604,872.3
475,230605,873.5
476,230606,874.7
477,230607,875.9
478,230608,877.1
479,230609,878.3
480,230610,879.5
481,230611,880.7
482,230612,881.9
483,230613,883.1
484,230614,884.3
485,230615,885.5
486,230616,886.7
487,230617,887.9
488,230618,889.1
489,230619,890.3
490,230620,891.5
491,230621,892.7
492,230622,893.9
493,230623,895.1
494,230624,896.3
495,230625,897.5
496,230626,898.7
497,230627,899.9
498,230628,901.1
499,230629,902.3
500,230630,903.4
501,230631,904.6
502,230632,905.8
503,230633,907.0
504,230634,908.2
505,230635,909.4
506,230636,910.6
507,230637,911.8
508,230638,913.0
509,230639,914.2
510,230640,915.4
511,230641,916.6
512,230642,917.8
513,230643,919.0
514,230644,920.2
515,230645,921.4
516,230646,922.6
517,230647,923.8
518,230648,925.0
519,230649,926.2
520,230650,927.4
521,230651,928.6
522,230652,929.8
523,230653,931.0
524,230654,932.2
525,230655,933.4
526,230656,934.6
527,230657,935.8
528,230658,937.0
529,230659,938.2
530,230660,939.4
531,230661,940.6
532,230662,941.7
533,230663,942.9
534,230664,944.1
535,230665,945.3
536,230666,946.5
537,230667,947.7
538,230668,948.9
539,230669,950.1
540,230670,867.2
541,230671,868.4
542,230672,869.6
543,230673,870.8
544,230674,872.0
545,230675,873.2
546,230676,874.4
547,230677,875.6
548,230678,876.8
549,230679,878.0
550,230680,879.2
551,230681,880.4
552,230682,881.6
553,230683,882.8
554,230684,884.0
555,230685,885.2
556,230686,886.4
557,230687,887.6
558,230688,888.8
559,230689,890.0
560,230690,891.2
561,230691,892.3
562,230692,893.5
563,230693,894.7
564,230694,895.9
565,230695,897.1
566,230696,898.3
567,230697,899.5
568,230698,900.7
569,230699,901.9
570,230700,903.1
571,230701,904.3
572,230702,905.5
573,230703,906.7
574,230704,907.9
575,230705,909.1
576,230706,910.3
577,230707,911.5
578,230708,912.7
579,230709,913.9
580,230710,915.1
581,230711,916.3
582,230712,917.5
583,230713,918.7
584,230714,919.9
585,230715,921.1
586,230716,922.3
587,230717,923.5
588,230718,924.7
589,230719,925.9
590,230720,927.1
591,230721,928.3
592,230722,929.4
593,230723,930.6
594,230724,931.8
595,230725,933.0
596,230726,934.2
597,230727,935.4
598,230728,936.6
599,230729,937.8
600,230730,939.0
601,230731,940.2
602,230732,941.4
603,230733,942.6
604,230734,943.8
605,230735,945.0
606,230736,946.2
607,230737,947.4
608,230738,948.6
609,230739,949.8
610,230740,951.0
611,230741,952.2
612,230742,953.4
613,230743,954.6
614,230744,955.8
615,230745,957.0
616,230746,958.2
617,230747,959.4
618,230748,960.6
619,230749,961.8
620,230750,963.0
621,230751,964.2
622,230752,965.4
623,230753,966.6
624,230754,967.7
625,230755,968.9
626,230756,970.1
627,230757,971.3
628,230758,972.5
629,230759,973.7
630,230760,890.5
631,230761,891.7
632,230762,892.9
633,230763,894.1
634,230764,895.3
635,230765,896.5
636,230766,897.7
637,230767,898.9
638,230768,900.1
639,230769,901.3
640,230770,902.5
641,230771,903.7
642,230772,904.9
643,230773,906.1
644,230774,907.3
645,230775,908.5
646,230776,909.7
647,230777,910.9
648,230778,912.1
649,230779,913.3
650,230780,914.5
651,230781,915.7
652,230782,916.9
653,230783,918.1
654,230784,919.3
655,230785,920.5
656,230786,921.7
657,230787,922.9
658,230788,924.1
659,230789,925.3
660,230790,926.5
661,230791,927.7
662,230792,928.8
663,230793,930.0
664,230794,931.2
665,230795,932.4
666,230796,933.6
667,230797,934.8
668,230798,936.0
669,230799,937.2
670,230800,938.4
671,230801,939.6
672,230802,940.8
673,230803,942.0
674,230804,943.2
675,230805,944.4
676,230806,945.6
677,230807,946.8
678,230808,948.0
679,230809,949.2
680,230810,950.4
681,230811,951.6
682,230812,952.8
683,230813,954.0
684,230814,955.2
685,230815,956.4
686,230816,957.6
687,230817,958.8
688,230818,960.0
689,230819,961.2
690,230820,962.4
691,230821,963.6
692,230822,964.8
693,230823,965.9
694,230824,967.1
695,230825,968.3
696,230826,969.5
697,230827,970.7
698,230828,971.9
699,230829,973.1
700,230830,974.3
701,230831,975.5
702,230832,976.7
703,230833,977.9
704,230834,979.1
705,230835,980.3
706,230836,981.5
707,230837,982.7
708,230838,983.9
709,230839,985.1
710,230840,986.3
711,230841,987.5
712,230842,988.7
713,230843,989.9
714,230844,991.1
715,230845,992.3
716,230846,993.5
717,230847,994.7
718,230848,995.9
719,230849,997.1
720,230850,742.1
721,230851,743.3
722,230852,744.5
723,230853,745.7
724,230854,746.9
725,230855,748.1
726,230856,749.3
727,230857,750.5
728,230858,751.7
729,230859,752.9
730,230860,754.1
731,230861,755.3
732,230862,756.5
733,230863,757.7
734,230864,758.9
735,230865,760.1
736,230866,761.3
737,230867,762.5
738,230868,763.7
739,230869,764.9
740,230870,766.1
741,230871,767.3
742,230872,768.5
743,230873,769.7
744,230874,770.8
745,230875,772.0
746,230876,773.2
747,230877,774.4
748,230878,775.6
749,230879,776.8
750,230880,778.0
751,230881,779.2
752,230882,780.4
753,230883,781.6
754,230884,782.8
755,230885,784.0
756,230886,785.2
757,230887,786.4
758,230888,787.6
759,230889,788.8
760,230890,790.0
761,230891,791.2
762,230892,792.4
763,230893,793.6
764,230894,794.8
765,230895,796.0
766,230896,797.2
767,230897,798.4
768,230898,799.6
769,230899,800.8
770,230900,802.0
771,230901,803.2
772,230902,804.4
773,230903,805.6
774,230904,806.8
775,230905,808.0
776,230906,809.1
777,230907,810.3
778,230908,811.5
779,230909,812.7
780,230910,813.9
781,230911,815.1
782,230912,816.3
783,230913,817.5
784,230914,818.7
785,230915,819.9
786,230916,821.1
787,230917,822.3
788,230918,823.5
789,230919,824.7
790,230920,825.9
791,230921,827.1
792,230922,828.3
793,230923,829.5
794,230924,830.7
795,230925,831.9
796,230926,833.1
797,230927,834.3
798,230928,835.5
799,230929,836.7
800,230930,837.9
801,230931,839.1
802,230932,840.3
803,230933,841.5
804,230934,842.7
805,230935,843.9
806,230936,845.1
807,230937,846.3
808,230938,847.4
809,230939,848.6
810,230940,765.1
811,230941,766.3
812,230942,767.5
813,230943,768.7
814,230944,769.9
815,230945,771.1
816,230946,772.3
817,230947,773.5
818,230948,774.7
819,230949,775.9
820,230950,777.1
821,230951,778.3
822,230952,779.5
823,230953,780.7
824,230954,781.8
825,230955,783.0
826,230956,784.2
827,230957,785.4
828,230958,786.6
829,230959,787.8
830,230960,789.0
831,230961,790.2
832,230962,791.4
833,230963,792.6
834,230964,793.8
835,230965,795.0
836,230966,796.2
837,230967,797.4
838,230968,798.6
839,230969,799.8
840,230970,801.0
841,230971,802.2
842,230972,803.4
843,230973,804.6
844,230974,805.8
845,230975,807.0
846,230976,808.2
847,230977,809.4
848,230978,810.6
849,230979,811.8
850,230980,813.0
851,230981,814.2
852,230982,815.4
853,230983,816.6
854,230984,817.8
855,230985,819.0
856,230986,820.1
857,230987,821.3
858,230988,822.5
859,230989,823.7
860,230990,824.9
861,230991,826.1
862,230992,827.3
863,230993,828.5
864,230994,829.7
865,230995,830.9
866,230996,832.1
867,230997,833.3
868,230998,834.5
869,230999,835.7
870,231000,836.9
871,231001,838.1
872,231002,839.3
873,231003,840.5
874,231004,841.7
875,231005,842.9
876,231006,844.1
877,231007,845.3
878,231008,846.5
879,231009,847.7
880,231010,848.9
881,231011,850.1
882,231012,851.3
883,231013,852.5
884,231014,853.7
885,231015,854.9
886,231016,856.1
887,231017,857.3
888,231018,858.4
889,231019,859.6
890,231020,860.8
891,231021,862.0
892,231022,863.2
893,231023,864.4
894,231024,865.6
895,231025,866.8
896,231026,868.0
897,231027,869.2
898,231028,870.4
899,231029,871.6
900,231030,788.0
901,231031,789.2
902,231032,790.4
903,231033,791.6
904,231034,792.8
905,231035,794.0
906,231036,795.1
907,231037,796.3
908,231038,797.5
909,231039,798.7
910,231040,799.9
911,231041,801.1
912,231042,802.3
913,231043,803.5
914,231044,804.7
915,231045,805.9
916,231046,807.1
917,231047,808.3
918,231048,809.5
919,231049,810.7
920,231050,811.9
921,231051,813.1
922,231052,814.3
923,231053,815.5
924,231054,816.7
925,231055,817.9
926,231056,819.1
927,231057,820.3
928,231058,821.5
929,231059,822.7
930,231060,823.9
931,231061,825.1
932,231062,826.3
933,231063,827.5
934,231064,828.7
935,231065,829.9
936,231066,831.1
937,231067,832.3
938,231068,833.4
939,231069,834.6
940,231070,835.8
941,231071,837.0
942,231072,838.2
943,231073,839.4
944,231074,840.6
945,231075,841.8
946,231076,843.0
947,231077,844.2
948,231078,845.4
949,231079,846.6
950,231080,847.8
951,231081,849.0
952,231082,850.2
953,231083,851.4
954,231084,852.6
955,231085,853.8
956,231086,855.0
957,231087,856.2
958,231088,857.4
959,231089,858.6
960,231090,859.8
961,231091,861.0
962,231092,862.2
963,231093,863.4
964,231094,864.6
965,231095,865.8
966,231096,867.0
967,231097,868.2
968,231098,869.4
969,231099,870.6
970,231100,871.7
971,231101,872.9
972,231102,874.1
973,231103,875.3
974,231104,876.5
975,231105,877.7
976,231106,878.9
977,231107,880.1
978,231108,881.3
979,231109,882.5
980,231110,883.7
981,231111,884.9
982,231112,886.1
983,231113,887.3
984,231114,888.5
985,231115,889.7
986,231116,890.9
987,231117,892.1
988,231118,893.3
989,231119,894.5
990,231120,810.8
991,231121,812.0
992,231122,813.2
993,231123,814.4
994,231124,815.6
995,231125,816.8
996,231126,818.0
997,231127,819.2
998,231128,820.4
999,231129,821.6
1000,231130,822.8
1001,231131,824.0
1002,231132,825.2
1003,231133,826.4
1004,231134,827.6
1005,231135,828.8
1006,231136,830.0
1007,231137,831.2
1008,231138,832.4
1009,231139,833.5
1010,231140,834.7
1011,231141,835.9
1012,231142,837.1
1013,231143,838.3
1014,231144,839.5
1015,231145,840.7
1016,231146,841.9
1017,231147,843.1
1018,231148,844.3
1019,231149,845.5
1020,231150,846.7
1021,231151,847.9
1022,231152,849.1
1023,231153,850.3
1024,231154,851.5
1025,231155,852.7
1026,231156,853.9
1027,231157,855.1
1028,231158,856.3
1029,231159,857.5
1030,231160,858.7
1031,231161,859.9
1032,231162,861.1
1033,231163,862.3
1034,231164,863.5
1035,231165,864.7
1036,231166,865.9
1037,231167,867.1
1038,231168,868.3
1039,231169,869.5
1040,231170,870.7
1041,231171,871.8
1042,231172,873.0
1043,231173,874.2
1044,231174,875.4
1045,231175,876.6
1046,231176,877.8
1047,231177,879.0
1048,231178,880.2
1049,231179,881.4
1050,231180,882.6
1051,231181,883.8
1052,231182,885.0
1053,231183,886.2
1054,231184,887.4
1055,231185,888.6
1056,231186,889.8
1057,231187,891.0
1058,231188,892.2
1059,231189,893.4
1060,231190,894.6
1061,231191,895.8
1062,231192,897.0
1063,231193,898.2
1064,231194,899.4
1065,231195,900.6
1066,231196,901.8
1067,231197,903.0
1068,231198,904.2
1069,231199,905.4
1070,231200,906.6
1071,231201,907.8
1072,231202,909.0
1073,231203,910.1
1074,231204,911.3
1075,231205,912.5
1076,231206,913.7
1077,231207,914.9
1078,231208,916.1
1079,231209,917.3
1080,231210,833.7
1081,231211,834.9
1082,231212,836.1
1083,231213,837.3
1084,231214,838.5
1085,231215,839.7
1086,231216,840.9
1087,231217,842.1
1088,231218,843.3
1089,231219,844.4
1090,231220,845.6
1091,231221,846.8
1092,231222,848.0
1093,231223,849.2
1094,231224,850.4
1095,231225,851.6
1096,231226,852.8
1097,231227,854.0
1098,231228,855.2
1099,231229,856.4
1100,231230,857.6
1101,231231,858.8
1102,231232,860.0
1103,231233,861.2
1104,231234,862.4
1105,231235,863.6
1106,231236,864.8
1107,231237,866.0
1108,231238,867.2
1109,231239,868.4
1110,231240,869.6
1111,231241,870.8
1112,231242,872.0
1113,231243,873.2
1114,231244,874.4
1115,231245,875.6
1116,231246,876.8
1117,231247,878.0
1118,231248,879.2
1119,231249,880.4
1120,231250,881.5
1121,231251,882.7
1122,231252,883.9
1123,231253,885.1
1124,231254,886.3
1125,231255,887.5
1126,231256,888.7
1127,231257,889.9
1128,231258,891.1
1129,231259,892.3
1130,231260,893.5
1131,231261,894.7
1132,231262,895.9
1133,231263,897.1
1134,231264,898.3
1135,231265,899.5
1136,231266,900.7
1137,231267,901.9
1138,231268,903.1
1139,231269,904.3
1140,231270,905.5
1141,231271,906.7
1142,231272,907.9
1143,231273,909.1
1144,231274,910.3
1145,231275,911.5
1146,231276,912.7
1147,231277,913.9
1148,231278,915.1
1149,231279,916.3
1150,231280,917.5
1151,231281,918.7
1152,231282,919.8
1153,231283,921.0
1154,231284,922.2
1155,231285,923.4
1156,231286,924.6
1157,231287,925.8
1158,231288,927.0
1159,231289,928.2
1160,231290,929.4
1161,231291,930.6
1162,231292,931.8
1163,231293,933.0
1164,231294,934.2
1165,231295,935.4
1166,231296,936.6
1167,231297,937.8
1168,231298,939.0
1169,231299,940.2
1170,231300,856.6
1171,231301,857.8
1172,231302,859.0
1173,231303,860.2
1174,231304,861.4
1175,231305,862.6
1176,231306,863.8
1177,231307,865.0
1178,231308,866.2
1179,231309,867.4
1180,231310,868.6
1181,231311,869.8
1182,231312,871.0
1183,231313,872.2
1184,231314,873.4
1185,231315,874.6
1186,231316,875.8
1187,231317,877.0
1188,231318,878.2
1189,231319,879.4
1190,231320,880.6
1191,231321,881.8
1192,231322,883.0
1193,231323,884.2
1194,231324,885.4
1195,231325,886.5
1196,231326,887.7
1197,231327,888.9
1198,231328,890.1
1199,231329,891.3
1200,231330,892.5
1201,231331,893.7
1202,231332,894.9
1203,231333,896.1
1204,231334,897.3
1205,231335,898.5
1206,231336,899.7
1207,231337,900.9
1208,231338,902.1
1209,231339,903.3
1210,231340,904.5
1211,231341,905.7
1212,231342,906.9
1213,231343,908.1
1214,231344,909.3
1215,231345,910.5
1216,231346,911.7
1217,231347,912.9
1218,231348,914.1
1219,231349,915.3
1220,231350,916.5
1221,231351,917.7
1222,231352,918.9
1223,231353,920.1
1224,231354,921.3
1225,231355,922.5
1226,231356,923.6
1227,231357,924.8
1228,231358,926.0
1229,231359,927.2
1230,231360,928.4
1231,231361,929.6
1232,231362,930.8
1233,231363,932.0
1234,231364,933.2
1235,231365,934.4
1236,231366,935.6
1237,231367,936.8
1238,231368,938.0
1239,231369,939.2
1240,231370,940.4
1241,231371,941.6
1242,231372,942.8
1243,231373,944.0
1244,231374,945.2
1245,231375,946.4
1246,231376,947.6
1247,231377,948.8
1248,231378,950.0
1249,231379,951.2
1250,231380,952.4
1251,231381,953.6
1252,231382,954.8
1253,231383,956.0
1254,231384,957.2
1255,231385,958.4
1256,231386,959.6
1257,231387,960.8
1258,231388,961.9
1259,231389,963.1
1260,231390,879.7
1261,231391,880.9
1262,231392,882.1
1263,231393,883.3
1264,231394,884.5
1265,231395,885.7
1266,231396,886.9
1267,231397,888.1
1268,231398,889.3
1269,231399,890.5
1270,231400,891.7
1271,231401,892.9
1272,231402,894.1
1273,231403,895.3
1274,231404,896.5
1275,231405,897.7
1276,231406,898.9
1277,231407,900.1
1278,231408,901.3
1279,231409,902.5
1280,231410,903.7
1281,231411,904.9
1282,231412,906.1
1283,231413,907.2
1284,231414,908.4
1285,231415,909.6
1286,231416,910.8
1287,231417,912.0
1288,231418,913.2
1289,231419,914.4
1290,231420,915.6
1291,231421,916.8
1292,231422,918.0
1293,231423,919.2
1294,231424,920.4
1295,231425,921.6
1296,231426,922.8
1297,231427,924.0
1298,231428,925.2
1299,231429,926.4
1300,231430,927.6
1301,231431,928.8
1302,231432,930.0
1303,231433,931.2
1304,231434,932.4
1305,231435,933.6
1306,231436,934.8
1307,231437,936.0
1308,231438,937.2
1309,231439,938.4
1310,231440,939.6
1311,231441,940.8
1312,231442,942.0
1313,231443,943.2
1314,231444,944.4
1315,231445,945.5
1316,231446,946.7
1317,231447,947.9
1318,231448,949.1
1319,231449,950.3
1320,231450,951.5
1321,231451,952.7
1322,231452,953.9
1323,231453,955.1
1324,231454,956.3
1325,231455,957.5
1326,231456,958.7
1327,231457,959.9
1328,231458,961.1
1329,231459,962.3
1330,231460,963.5
1331,231461,964.7
1332,231462,965.9
1333,231463,967.1
1334,231464,968.3
1335,231465,969.5
1336,231466,970.7
1337,231467,971.9
1338,231468,973.1
1339,231469,974.3
1340,231470,975.5
1341,231471,976.7
1342,231472,977.9
1343,231473,979.1
1344,231474,980.3
1345,231475,981.5
1346,231476,982.7
1347,231477,983.8
1348,231478,985.0
1349,231479,986.2
1350,231480,731.5
1351,231481,732.7
1352,231482,733.9
1353,231483,735.1
1354,231484,736.3
1355,231485,737.5
1356,231486,738.7
1357,231487,739.9
1358,231488,741.1
1359,231489,742.2
1360,231490,743.4
1361,231491,744.6
1362,231492,745.8
1363,231493,747.0
1364,231494,748.2
1365,231495,749.4
1366,231496,750.6
1367,231497,751.8
1368,231498,753.0
1369,231499,754.2
1370,231500,755.4
1371,231501,756.6
1372,231502,757.8
1373,231503,759.0
1374,231504,760.2
1375,231505,761.4
1376,231506,762.6
1377,231507,763.8
1378,231508,765.0
1379,231509,766.2
1380,231510,767.4
1381,231511,768.6
1382,231512,769.8
1383,231513,771.0
1384,231514,772.2
1385,231515,773.4
1386,231516,774.6
1387,231517,775.8
1388,231518,777.0
1389,231519,778.2
1390,231520,779.3
1391,231521,780.5
1392,231522,781.7
1393,231523,782.9
1394,231524,784.1
1395,231525,785.3
1396,231526,786.5
1397,231527,787.7
1398,231528,788.9
1399,231529,790.1
1400,231530,791.3
1401,231531,792.5
1402,231532,793.7
1403,231533,794.9
1404,231534,796.1
1405,231535,797.3
1406,231536,798.5
1407,231537,799.7
1408,231538,800.9
1409,231539,802.1
1410,231540,803.3
1411,231541,804.5
1412,231542,805.7
1413,231543,806.9
1414,231544,808.1
1415,231545,809.3
1416,231546,810.5
1417,231547,811.7
1418,231548,812.9
1419,231549,814.1
1420,231550,815.3
1421,231551,816.5
1422,231552,817.6
1423,231553,818.8
1424,231554,820.0
1425,231555,821.2
1426,231556,822.4
1427,231557,823.6
1428,231558,824.8
1429,231559,826.0
1430,231560,827.2
1431,231561,828.4
1432,231562,829.6
1433,231563,830.8
1434,231564,832.0
1435,231565,833.2
1436,231566,834.4
1437,231567,835.6
1438,231568,836.8
1439,231569,838.0
1440,231570,755.0
1441,231571,756.2
1442,231572,757.4
1443,231573,758.6
1444,231574,759.8
1445,231575,761.0
1446,231576,762.2
1447,231577,763.4
1448,231578,764.6
1449,231579,765.8
1450,231580,767.0
1451,231581,768.2
1452,231582,769.4
1453,231583,770.6
1454,231584,771.8
1455,231585,773.0
1456,231586,774.2
1457,231587,775.4
1458,231588,776.6
1459,231589,777.8
1460,231590,779.0
1461,231591,780.2
1462,231592,781.4
1463,231593,782.6
1464,231594,783.8
1465,231595,785.0
1466,231596,786.2
1467,231597,787.4
1468,231598,788.5
1469,231599,789.7
1470,231600,790.9
1471,231601,792.1
1472,231602,793.3
1473,231603,794.5
1474,231604,795.7
1475,231605,796.9
1476,231606,798.1
1477,231607,799.3
1478,231608,800.5
1479,231609,801.7
1480,231610,802.9
1481,231611,804.1
1482,231612,805.3
1483,231613,806.5
1484,231614,807.7
1485,231615,808.9
1486,231616,810.1
1487,231617,811.3
1488,231618,812.5
1489,231619,813.7
1490,231620,814.9
1491,231621,816.1
1492,231622,817.3
1493,231623,818.5
1494,231624,819.7
1495,231625,820.9
1496,231626,822.1
1497,231627,823.3
